M_H,T_eff,log_g,z,Y,i,r
05,30000,g10,0.0,0.0,0.0,0.0
05,30000,g15,0.0,0.0,0.0,0.0
05,30000,g20,6189862211343888.0,4626444645669914.0,1.1452647483073658e+16,2.478201847951083e+16
05,30000,g25,6622151357770925.0,4947765179446297.0,1.1947525353713438e+16,2.507954164297346e+16
05,30000,g30,6302056228021089.0,4701450854421511.0,1.1601738665498548e+16,2.5032821101610364e+16
05,30000,g35,6783196522431475.0,5053730156663232.0,1.236153931870628e+16,2.6279416514108444e+16
05,30000,g40,6475628942684056.0,4824998983858290.0,1.185707867451558e+16,2.5428605520944924e+16
05,30000,g45,6039809423266627.0,4534550520750093.0,1.074182775035778e+16,2.2192702797300204e+16
05,30000,g50,0.0,0.0,0.0,0.0
05,30000,g55,0.0,0.0,0.0,0.0
05,3100,g00,15705604890842.408,21579491130784.113,7615145278980.585,1167261920282.8726
05,3100,g05,30973301851447.484,37553892498036.555,19244914697372.707,4522443364516.663
05,3100,g10,41983553108915.22,42814678942198.06,32040469439952.88,10926414071469.559
05,3100,g15,41799971421057.07,43145646014985.14,32430039383021.312,12007240054998.854
05,3100,g20,27449146109706.65,34337937373084.516,15769144403520.6,3262189346255.863
05,3100,g25,40844700506973.7,42987330913586.58,31303393988316.07,11847161602670.154
05,3100,g30,23540715887610.242,30884027266969.254,12046134043745.57,2161207636416.4697
05,3100,g35,37414205301405.54,41346345438530.82,27324606254508.777,8476454282329.219
05,3100,g40,35275029238844.586,40489703991826.03,23728944715094.113,6522172610370.968
05,3100,g45,38991124626590.74,42022369365683.82,29069764856131.293,10272660361131.836
05,3100,g50,19572220778480.81,26274930502978.31,9916234273526.457,1643783729509.7036
05,3100,g55,39693227781799.89,42210342436180.266,29608964592698.727,11182628958547.695
05,31000,g00,0.0,0.0,0.0,0.0
05,31000,g05,0.0,0.0,0.0,0.0
05,31000,g10,0.0,0.0,0.0,0.0
05,31000,g15,0.0,0.0,0.0,0.0
05,31000,g20,0.0,0.0,0.0,0.0
05,31000,g25,6742975505245953.0,5020163354598372.0,1.2470677876857338e+16,2.700225734082459e+16
05,31000,g30,6886002381276332.0,5122371778543423.0,1.2658319140506772e+16,2.722587112650245e+16
05,31000,g35,7231646298111362.0,5379922413922694.0,1.32318668005354e+16,2.8204314241035e+16
05,31000,g40,6613466144961459.0,4931306933573463.0,1.2293789953302962e+16,2.6716401901476576e+16
05,31000,g45,6957953120804072.0,5194661547388638.0,1.2586544061180856e+16,2.644659379496716e+16
05,31000,g50,0.0,0.0,0.0,0.0
05,31000,g55,0.0,0.0,0.0,0.0
05,3200,g00,46802821110696.67,48403782433290.67,38105457900565.44,16704802120642.986
05,3200,g05,35611334356316.1,41048643357065.93,23663365131167.535,5957553667013.893
05,3200,g10,48227209849779.22,48483273408988.98,39414066435569.08,15934727633610.518
05,3200,g15,48011268749014.4,48630571824062.68,39252153569338.05,16458934356299.45
05,3200,g20,42628558636376.37,46190410572630.8,32113320694222.223,11139060598765.273
05,3200,g25,45997104272256.5,47898174121586.69,36800785494786.875,15521941670747.658
05,3200,g30,39767492846877.52,44575904679821.375,27989066644604.83,8089074291137.196
05,3200,g35,20268426945958.723,24492545143544.88,12103982347212.084,2249625837138.2104
05,3200,g40,27805493221318.336,33363646693550.01,16763383699479.123,3621073070142.1255
05,3200,g45,32236937041605.9,38193164450562.68,20282471919896.668,4674893633085.759
05,3200,g50,45138350938128.23,47356716895036.06,36247626467202.47,14116481876462.45
05,3200,g55,24162470132369.742,29374622465986.74,14267431594172.0,2896455422919.1016
05,32000,g00,0.0,0.0,0.0,0.0
05,32000,g05,0.0,0.0,0.0,0.0
05,32000,g10,0.0,0.0,0.0,0.0
05,32000,g15,0.0,0.0,0.0,0.0
05,32000,g20,0.0,0.0,0.0,0.0
05,32000,g25,7215784039029539.0,5385951304059807.0,1.3070122755813544e+16,2.7458020211376044e+16
05,32000,g30,7244781850880287.0,5383127325266504.0,1.3353039510697258e+16,2.8748426828869492e+16
05,32000,g35,6968032669150771.0,5186155546450497.0,1.2988300265114872e+16,2.8276379741691484e+16
05,32000,g40,7577687298310933.0,5633676115551388.0,1.3892990756247938e+16,2.9619979870424044e+16
05,32000,g45,7083550830667029.0,5266130049653985.0,1.3135360424749814e+16,2.8483798610268956e+16
05,32000,g50,0.0,0.0,0.0,0.0
05,32000,g55,0.0,0.0,0.0,0.0
05,3300,g00,54488351561702.72,54032288143790.31,47240698729409.31,23086856622509.227
05,3300,g05,48817472399581.22,51257915872912.555,38644831872746.81,15474219888598.441
05,3300,g10,52071096648246.72,52790439726443.07,42962148800227.484,21122414651113.82
05,3300,g15,33327252842050.266,39193429036808.67,20769572449132.0,4219793474073.384
05,3300,g20,50586350425275.63,52489360659426.22,42082384584610.6,18371595690034.055
05,3300,g25,45056853171708.734,48483800097012.91,34004816620766.992,11437905543435.062
05,3300,g30,25502925036778.746,28883023083894.844,16694002766724.047,3207290966278.5186
05,3300,g35,52971394934745.62,53313421398736.875,45301319779912.23,23175565103884.4
05,3300,g40,54064801197413.37,54006961903576.46,46589195669373.484,23439135448232.133
05,3300,g45,29457135186235.395,34477516049670.133,18896514019088.82,3683933656640.5493
05,3300,g50,42687752513870.17,46242194405187.95,30894016756322.492,10080749071104.72
05,3300,g55,38448378101324.69,42684145527100.95,26665074291637.05,7630075436952.473
05,33000,g00,0.0,0.0,0.0,0.0
05,33000,g05,0.0,0.0,0.0,0.0
05,33000,g10,0.0,0.0,0.0,0.0
05,33000,g15,0.0,0.0,0.0,0.0
05,33000,g20,0.0,0.0,0.0,0.0
05,33000,g25,7582992674836103.0,5628190625551048.0,1.4094172130838656e+16,3.054830111016112e+16
05,33000,g30,7467245380729084.0,5545740508061786.0,1.3949626226884342e+16,3.0365310976779616e+16
05,33000,g35,7473309761485967.0,5579221499338431.0,1.3542009421789402e+16,2.841688948138606e+16
05,33000,g40,7700797117403925.0,5715947978448333.0,1.4225061023034872e+16,3.0606382569427956e+16
05,33000,g45,7932076404032334.0,5896123773077285.0,1.4555842352493942e+16,3.098357421613925e+16
05,33000,g50,0.0,0.0,0.0,0.0
05,33000,g55,0.0,0.0,0.0,0.0
05,3400,g00,59659229389934.625,59310439288348.93,52863885598146.805,29698655394265.57
05,3400,g05,58817416214127.99,58665518572720.38,51763848609771.48,28352462239613.684
05,3400,g10,60972938336586.42,60065129299423.16,55162658089295.94,30447149115702.945
05,3400,g15,36553164376336.74,38951035783244.83,27571619644255.293,7378895731490.833
05,3400,g20,57700845453770.61,58546613312700.62,49376342714728.53,25447813507252.816
05,3400,g25,44854727063354.91,47783311026755.16,34021894789648.273,11252311189258.098
05,3400,g30,61667532635062.61,60539594269735.38,55993502019167.89,30313224176903.96
05,3400,g35,51005463604998.55,53582493111607.44,40857411496641.625,15788374132839.16
05,3400,g40,47725204860391.266,50558192083926.375,36568514314121.6,13348325343755.186
05,3400,g45,31330184654966.133,32617518973208.062,24659806582110.34,7188257189986.547
05,3400,g50,55064939562259.04,56379000178438.125,45748175686447.58,20303301274103.2
05,3400,g55,40515016412188.31,43763113399301.7,29229021897007.953,7801809382627.945
05,34000,g00,0.0,0.0,0.0,0.0
05,34000,g05,0.0,0.0,0.0,0.0
05,34000,g10,0.0,0.0,0.0,0.0
05,34000,g15,0.0,0.0,0.0,0.0
05,34000,g20,0.0,0.0,0.0,0.0
05,34000,g25,7825237368757580.0,5803158030689710.0,1.4648640569530578e+16,3.1925472126641636e+16
05,34000,g30,7925196897399546.0,5876151078547790.0,1.4760661693128398e+16,3.2026955027907016e+16
05,34000,g35,8212311978931403.0,6101562643663481.0,1.5089959064578924e+16,3.2127802059595308e+16
05,34000,g40,7706141058416049.0,5751887156525433.0,1.3973631328899572e+16,2.932403671359309e+16
05,34000,g45,8054108635715300.0,5973105210456798.0,1.4908052646740096e+16,3.2089976869958184e+16
05,34000,g50,0.0,0.0,0.0,0.0
05,34000,g55,0.0,0.0,0.0,0.0
05,3500,g00,68195552385535.67,66384383389659.12,63483795919816.5,39671343413918.195
05,3500,g05,36375024596335.28,36160101523789.72,32251976019662.33,14435738692295.824
05,3500,g10,42996718186577.15,43325356251437.016,36746712056403.28,15104186935005.422
05,3500,g15,54770802190128.86,56115285177362.336,45902268493339.414,19856529442804.723
05,3500,g20,61324065895762.07,61705422160725.72,53561543356428.72,26834545238302.1
05,3500,g25,67098395523170.945,65576182859565.63,61743030689680.695,38723640665620.27
05,3500,g30,47588121256711.67,48384819437049.984,39568267947737.64,15579925457322.986
05,3500,g35,57539667166072.63,58364653189448.73,49203229842590.73,22063655231998.402
05,3500,g40,66206187552150.46,65073886014629.63,60793068887380.08,36282287423976.414
05,3500,g45,52151097039963.28,53207181958221.14,43063266332670.664,17780067698059.297
05,3500,g50,64740131546234.93,64260950156294.73,57471911541231.805,32413819017099.766
05,3500,g55,69488749454858.61,66953757855851.81,65954789937674.38,40240198436325.71
05,35000,g00,0.0,0.0,0.0,0.0
05,35000,g05,0.0,0.0,0.0,0.0
05,35000,g10,0.0,0.0,0.0,0.0
05,35000,g15,0.0,0.0,0.0,0.0
05,35000,g20,0.0,0.0,0.0,0.0
05,35000,g25,8425384597039725.0,6240607393785114.0,1.5693424853662138e+16,3.393920502525106e+16
05,35000,g30,7920810063224110.0,5911965212992072.0,1.4368480247559354e+16,3.0149292470848684e+16
05,35000,g35,8496549910510410.0,6298870884994104.0,1.5732055876903694e+16,3.3783319381642844e+16
05,35000,g40,8358062397096792.0,6189889657005415.0,1.5636890595901952e+16,3.396149969929224e+16
05,35000,g45,8487158273643268.0,6305267266996018.0,1.560120749280976e+16,3.3192607075339024e+16
05,35000,g50,0.0,0.0,0.0,0.0
05,35000,g55,0.0,0.0,0.0,0.0
05,3600,g00,62499393776212.94,61886851076200.71,55953199266285.38,29486557658354.37
05,3600,g05,64961098054220.93,64647027620785.234,59216290616192.4,31928155771838.816
05,3600,g10,77431633229554.55,74168001165040.81,76242416147372.42,51201878259002.39
05,3600,g15,68376884630958.45,67596620773403.59,62293078848042.83,35676637920154.96
05,3600,g20,75679831210461.83,73080757209450.14,73247350628516.64,49956519760944.5
05,3600,g25,74318724352699.69,72172027104755.69,71429527934147.03,47676257272066.875
05,3600,g30,59583241810019.44,58880081229753.17,53146314956801.125,27806314340625.758
05,3600,g35,48948401490832.016,48150187076781.95,45532137199345.164,25534000710542.7
05,3600,g40,71658913463190.45,70143215994986.84,67270821027561.65,42767683368426.15
05,3600,g45,73344967427492.69,71346157890538.97,69611567242202.97,46252901988875.79
05,3600,g50,54479386097101.23,53850670907320.73,49650741800405.75,26105032144026.5
05,3600,g55,41340541286057.15,40349157401447.12,39560946050461.28,24467824476279.824
05,36000,g00,0.0,0.0,0.0,0.0
05,36000,g05,0.0,0.0,0.0,0.0
05,36000,g10,0.0,0.0,0.0,0.0
05,36000,g15,0.0,0.0,0.0,0.0
05,36000,g20,0.0,0.0,0.0,0.0
05,36000,g25,8749166324455878.0,6497030690976344.0,1.6098465241703636e+16,3.426547702832072e+16
05,36000,g30,8807122945968175.0,6525020333685675.0,1.6331510955502252e+16,3.5089048012279276e+16
05,36000,g35,8751752984303236.0,6476139705144751.0,1.6325879539608916e+16,3.53345341173223e+16
05,36000,g40,8149826861949612.0,6081988643636608.0,1.4791581874972872e+16,3.104314704839504e+16
05,36000,g45,8697627144524203.0,6435002720367804.0,1.6298684184409178e+16,3.5431561193280404e+16
05,36000,g50,0.0,0.0,0.0,0.0
05,36000,g55,0.0,0.0,0.0,0.0
05,3700,g00,79210011137735.05,76458732619045.33,77647486672374.12,55730815485489.49
05,3700,g05,82080853987074.05,78256271108361.67,81492892849948.95,61307589526071.89
05,3700,g10,85741381583212.7,81504317018317.11,86508009622216.33,64561921968581.22
05,3700,g15,83537907153169.58,79680172989460.78,84398197346028.31,63261014104564.516
05,3700,g20,80904768275787.05,77712280700450.11,80277576331650.17,58353112874711.29
05,3700,g25,69906844742633.17,67899473990126.29,66941161761208.76,43318468597676.02
05,3700,g30,61519229408466.06,59692431474689.77,59960794603375.87,40310842169355.336
05,3700,g35,76363333427995.86,73720235544001.89,74481207340809.52,50201578638071.91
05,3700,g40,72822662603080.25,70480194226407.69,69773869774703.04,46336911246867.99
05,3700,g45,55301382354914.77,53522114476990.266,54733889827631.22,39354361805558.71
05,3700,g50,46654274340572.46,45159657626618.836,46612113219908.26,35995931996081.305
05,3700,g55,67117098387409.914,65200751374549.59,64222476311547.82,42133415174812.95
05,37000,g00,0.0,0.0,0.0,0.0
05,37000,g05,0.0,0.0,0.0,0.0
05,37000,g10,0.0,0.0,0.0,0.0
05,37000,g15,0.0,0.0,0.0,0.0
05,37000,g20,0.0,0.0,0.0,0.0
05,37000,g25,9147081585196728.0,6764259842332384.0,1.7068422034962184e+16,3.688537732117598e+16
05,37000,g30,9121780344673686.0,6741293268708883.0,1.709759913604903e+16,3.711230852999359e+16
05,37000,g35,9170192373629310.0,6791615562567516.0,1.7010503197233062e+16,3.64988034478726e+16
05,37000,g40,8374980499964975.0,6250511277486371.0,1.520337955802754e+16,3.1902696884237548e+16
05,37000,g45,9026915015540308.0,6702367705280819.0,1.6615038326248344e+16,3.53519351691888e+16
05,37000,g50,0.0,0.0,0.0,0.0
05,37000,g55,0.0,0.0,0.0,0.0
05,3800,g00,62183789718112.59,59697031244593.516,63703151455837.05,54264251135043.4
05,3800,g05,81566899909248.4,78034436584606.48,82609864277311.86,62567271288728.266
05,3800,g10,78531531418166.72,75116652702827.95,79216512107115.42,60105682351326.12
05,3800,g15,69141269007889.766,66307536879578.195,70716895869323.95,56661207779145.195
05,3800,g20,88885292710790.1,84527975032179.66,90033662834534.95,71633036970628.05
05,3800,g25,87644735436170.47,83512136118082.02,87983411652347.47,69050507786497.93
05,3800,g30,85108982533858.19,81191699385532.28,86706113417966.3,66357021937360.38
05,3800,g35,94852892613922.5,89525803097735.03,99446000216146.66,79559531286426.44
05,3800,g40,90161122318404.05,85474178305775.34,92848589329331.84,75159722593615.69
05,3800,g45,52702738089695.7,50506824674906.07,54160065718149.02,47543431402289.49
05,3800,g50,92326800898510.47,87220272976992.55,94941508990037.6,77545267128931.0
05,3800,g55,75333057413885.75,72059878487736.36,76164290317816.1,58622603399165.01
05,38000,g00,0.0,0.0,0.0,0.0
05,38000,g05,0.0,0.0,0.0,0.0
05,38000,g10,0.0,0.0,0.0,0.0
05,38000,g15,0.0,0.0,0.0,0.0
05,38000,g20,0.0,0.0,0.0,0.0
05,38000,g25,9282477955024266.0,6889790369868557.0,1.7098013008355326e+16,3.639583937771445e+16
05,38000,g30,9446726976343754.0,6992595976554616.0,1.7542908839717712e+16,3.766553721072234e+16
05,38000,g35,9439122358385184.0,6975933476183761.0,1.7638658366971558e+16,3.8146285864171736e+16
05,38000,g40,9419559153198808.0,6954659546900319.0,1.7678217258843508e+16,3.841016733171211e+16
05,38000,g45,8601979592386979.0,6419055011020641.0,1.5621659214254552e+16,3.2785898617852956e+16
05,38000,g50,0.0,0.0,0.0,0.0
05,38000,g55,0.0,0.0,0.0,0.0
05,3900,g00,83984528820030.95,79568286921486.89,88189866902071.62,78340062536294.94
05,3900,g05,96520093153845.2,91212663564880.38,101499278535584.56,87433097995360.0
05,3900,g10,93869775496844.05,88548472596526.56,98433915013557.83,85744626955729.48
05,3900,g15,90072729624885.27,85121906337449.19,94458317293984.02,81757340735978.38
05,3900,g20,100919263079537.95,94729229613683.19,107114650441489.67,91970817149745.95
05,3900,g25,98626398532335.4,92780385606649.28,104528380465180.33,90246914510021.08
05,3900,g30,77637130622003.84,73786527953129.75,82233042146839.33,74184965011563.12
05,3900,g35,104350492849479.95,97490318192390.97,111780654711446.3,96620695851162.53
05,3900,g40,69923486184987.09,66654118834241.24,74082394174537.03,69637791670734.445
05,3900,g45,59420534713132.1,56442574658965.91,62520333061398.445,59158639167236.02
05,3900,g50,87677779581224.56,82906649009831.2,92548308493396.6,80153758878158.11
05,3900,g55,97586783899010.03,91949535348535.03,102620171755227.16,87311051140009.47
05,39000,g00,0.0,0.0,0.0,0.0
05,39000,g05,0.0,0.0,0.0,0.0
05,39000,g10,0.0,0.0,0.0,0.0
05,39000,g15,0.0,0.0,0.0,0.0
05,39000,g20,0.0,0.0,0.0,0.0
05,39000,g25,8829473480588799.0,6588319151495197.0,1.6040488989599464e+16,3.366907643562193e+16
05,39000,g30,9531783166913442.0,7073024026300023.0,1.7568948871319612e+16,3.7414161691799496e+16
05,39000,g35,9817148010707788.0,7250533231701758.0,1.8337905496598416e+16,3.95914327358037e+16
05,39000,g40,9807397845905276.0,7258639788011505.0,1.820769861335678e+16,3.9029717148311336e+16
05,39000,g45,9816011859804462.0,7241980305186919.0,1.8421782478493204e+16,3.995674913729087e+16
05,39000,g50,0.0,0.0,0.0,0.0
05,39000,g55,0.0,0.0,0.0,0.0
05,4000,g00,105965057170798.19,99377358380259.12,114191103549057.73,103683109546557.31
05,4000,g05,99679049336523.31,93342555487393.27,108020612897496.61,101170922509484.58
05,4000,g10,93596074128546.17,87914230936095.48,100864331206011.2,97144651895713.12
05,4000,g15,107009425549859.55,100305531846407.22,115146926247177.7,103167098782398.39
05,4000,g20,78775309069359.97,74174121111066.42,85422709472383.97,84298823577059.9
05,4000,g25,87228518630278.97,82159582935777.53,94381776535438.86,91426033617512.06
05,4000,g30,66931932499859.125,63064346646815.375,71711832580014.73,71101011187894.92
05,4000,g35,114387890741947.48,106237374930185.92,125199752755240.7,112894966522188.7
05,4000,g40,103752186752008.78,96934318696728.16,112377194441505.89,104339915783274.72
05,4000,g45,96972725524923.92,91232579727535.23,104722284245743.78,99729901555200.89
05,4000,g50,107554054835854.0,100357883376127.23,116047607546147.67,105549280969410.0
05,4000,g55,110641646286166.55,103124784334303.72,120067912775565.36,110610304163128.94
05,40000,g00,0.0,0.0,0.0,0.0
05,40000,g05,0.0,0.0,0.0,0.0
05,40000,g10,0.0,0.0,0.0,0.0
05,40000,g15,0.0,0.0,0.0,0.0
05,40000,g20,0.0,0.0,0.0,0.0
05,40000,g25,1.0092955246911306e+16,7450217658523017.0,1.887149900145526e+16,4.078057437974028e+16
05,40000,g30,1.0075410205125908e+16,7453745389355348.0,1.872106288903437e+16,4.0157197823609096e+16
05,40000,g35,1.0087284410721906e+16,7436556063713461.0,1.8948850527846056e+16,4.114081746784482e+16
05,40000,g40,9059039865775730.0,6759161483363038.0,1.6462599022911704e+16,3.4556952917236064e+16
05,40000,g45,9785660267625656.0,7259224075740068.0,1.804794317760069e+16,3.8448446902436184e+16
05,40000,g50,0.0,0.0,0.0,0.0
05,40000,g55,0.0,0.0,0.0,0.0
05,4100,g00,97550416557412.95,91225209473338.1,107836344420046.8,109555111273006.28
05,4100,g05,125573540162773.03,115857643339052.92,140312664285605.62,132859168049972.62
05,4100,g10,103834615686184.25,96733247742201.81,114242834760725.69,115888166300806.84
05,4100,g15,120727642591794.52,112033822366977.86,133401464303194.48,127853556983643.48
05,4100,g20,116015843084064.44,108095251119554.05,128884773703885.9,126175914846955.88
05,4100,g25,109856195901331.75,102230856565165.72,121885967892343.84,121788891436400.25
05,4100,g30,74982912614641.6,70166531891942.37,81821706528502.33,83413233878122.67
05,4100,g35,107368241048914.7,99976001399952.81,118939523108477.84,119596547316281.75
05,4100,g40,117125040347478.62,108908806096365.1,129100510437173.5,124034626418878.72
05,4100,g45,116284336727201.83,108407449924143.92,127596820343385.83,122767856525036.38
05,4100,g50,88018099521283.95,82569301372210.3,96594809407307.34,99286820096557.52
05,4100,g55,113599206507212.72,105823427005626.75,126585169068538.84,124102775212670.9
05,41000,g00,0.0,0.0,0.0,0.0
05,41000,g05,0.0,0.0,0.0,0.0
05,41000,g10,0.0,0.0,0.0,0.0
05,41000,g15,0.0,0.0,0.0,0.0
05,41000,g20,0.0,0.0,0.0,0.0
05,41000,g25,0.0,0.0,0.0,0.0
05,41000,g30,0.0,0.0,0.0,0.0
05,41000,g35,1.0361238056245142e+16,7662959496603568.0,1.9261172316143444e+16,4.1320374869537976e+16
05,41000,g40,1.0376713821220982e+16,7656216341608164.0,1.9412350365823204e+16,4.1953279793137544e+16
05,41000,g45,1.0386758844234982e+16,7653360526155753.0,1.951942390518463e+16,4.23871256449199e+16
05,41000,g50,0.0,0.0,0.0,0.0
05,41000,g55,0.0,0.0,0.0,0.0
05,4200,g00,114697925783920.36,106221812899670.78,128970091810196.53,135260256552928.12
05,4200,g05,108615521542045.94,100839912411149.75,122244979524751.7,128453168745209.22
05,4200,g10,117788754412999.83,108860288907425.83,132814088424012.14,139277043053180.06
05,4200,g15,98153722211485.02,91193864760055.39,110554700642819.52,117263362982032.64
05,4200,g20,127984993472334.25,118424078791417.75,143778811153568.53,143836309949870.88
05,4200,g25,126343238719475.94,116826188966793.4,142575995158560.1,145821050616746.94
05,4200,g30,127599286024775.88,117956600019735.4,143312675909052.84,143513386682299.9
05,4200,g35,83522567949316.62,77846730744603.73,93480424567695.27,98181536285321.6
05,4200,g40,137509917068910.8,126112580004186.64,156217730697056.5,154575112418343.44
05,4200,g45,124138288630417.38,114907844987154.88,139691749022274.36,144293134051677.8
05,4200,g50,120311956410735.42,111345520862231.03,134561764127005.14,142115661066853.0
05,4200,g55,131574463333207.34,121245120275659.98,148456634414370.47,148416922045406.66
05,42000,g00,0.0,0.0,0.0,0.0
05,42000,g05,0.0,0.0,0.0,0.0
05,42000,g10,0.0,0.0,0.0,0.0
05,42000,g15,0.0,0.0,0.0,0.0
05,42000,g20,0.0,0.0,0.0,0.0
05,42000,g25,0.0,0.0,0.0,0.0
05,42000,g30,0.0,0.0,0.0,0.0
05,42000,g35,1.0645737952286884e+16,7851581300207919.0,1.9933000838455444e+16,4.311625006904137e+16
05,42000,g40,1.0630795420744262e+16,7859426266077262.0,1.977623860811404e+16,4.245115016507113e+16
05,42000,g45,1.0644459557985692e+16,7839187812472789.0,2.0022571627398404e+16,4.35174444465085e+16
